Artikelnummer;Oud artikelnummer;Status;PIB naam NL;PIB naam FR;PIB ondertitel NL;PIB ondertitel FR;Samenstelling NL;Samenstelling FR;Benaming prijslijst NL;Benaming prijslijst FR;Productnorm;Type kort;Type lang NL;Type lang FR;Reactie bij brand;Reactie bij brand Norm;DOP Nummer;Kantvorm;Dikte;Breedte;Lengte;Dikte isolatie;Totale dikte;Oppervlaktegewicht;Thermische geleidbaarheid l;Thermische geleidb. isolatie l;Lineaire uitzettings-coëfficiënt tgv temp;Lin.uitz.temp. VW NL;Lin.uitz.temp. VW FR;Waterdampdiffusie-weerstandsgetal ?;Waterdampdiffusie-weerst. isolatie ?;Waterdampdiffusie-weerstand ?d;Lineaire uitzettings-coëfficiënt tgv RV;Lin.uitz.vocht VW NL;Lin.uitz.vocht VW FR;Basishoeveelheidseenheid;EAN;EAN Eenheid;Intrastatnummer;DOP URL NL;DOP URL FR;PIB URL NL;PIB URL FR;Image;
G121620;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A001;ABA;9,5;1200;2800;(blanco);(blanco);6,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;8711149901609;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G121620&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G121620&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G121620&TYPE=IMG;
G121621;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A001;ABA;9,5;1200;3000;(blanco);(blanco);6,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;4002806471530;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G121621&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G121621&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G121621&TYPE=IMG;
G100660;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;600;2600;(blanco);(blanco);8,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;4002806015185;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100660&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100660&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100660&TYPE=IMG;
G100670;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;600;3000;(blanco);(blanco);8,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;8711149901371;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100670&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100670&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100670&TYPE=IMG;
G127553;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;600;3600;(blanco);(blanco);8,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;8711149901371;PLA;68091100;;;http://www.gyproc.be/downloadpib?PIB=G127553&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G127553&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G127553&TYPE=IMG;
G101885;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;2000;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218560221;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G101885&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G101885&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G101885&TYPE=IMG;
G101884;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;2000;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218002738;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G101884&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G101884&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G101884&TYPE=IMG;
G123924;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;2400;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000147;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G123924&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G123924&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G123924&TYPE=IMG;
G100880;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;2400;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000147;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100880&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100880&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100880&TYPE=IMG;
G100959;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;2500;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000154;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100959&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100959&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100959&TYPE=IMG;
G100951;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;2500;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000154;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100951&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100951&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100951&TYPE=IMG;
G100904;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;2600;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000161;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100904&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100904&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100904&TYPE=IMG;
G100901;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;2600;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000161;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100901&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100901&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100901&TYPE=IMG;
G100921;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;2800;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000178;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100921&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100921&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100921&TYPE=IMG;
G100918;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;2800;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000178;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100918&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100918&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100918&TYPE=IMG;
G100926;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;3000;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000185;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100926&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100926&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100926&TYPE=IMG;
G100927;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;3000;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000185;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100927&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100927&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100927&TYPE=IMG;
G100941;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;3200;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000192;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100941&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100941&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100941&TYPE=IMG;
G100942;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;3200;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000192;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100942&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100942&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100942&TYPE=IMG;
G121624;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;3600;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000208;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G121624&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G121624&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G121624&TYPE=IMG;
G100947;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A003;ABA;12,5;1200;3600;(blanco);(blanco);8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218584036;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A003_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100947&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100947&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100947&TYPE=IMG;
G101037;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A005;ABA;15;1200;2600;(blanco);(blanco);11,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,150;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000291;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G101037&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G101037&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G101037&TYPE=IMG;
G121625;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 520:2009;A;gipskartonplaat;plaque de plâtre;A2-s1, d0 (B);NBN EN 520:2009;SG GY 2013 A1AAA01A005;ABA;15;1200;3000;(blanco);(blanco);11,20;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,150;7 x 10-6;bij 20°C;à 20 °C;PLA;8711149902019;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A005_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1AAA01A005_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G121625&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G121625&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G121625&TYPE=IMG;
G100803;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 14190:2014;A;gipskartonplaat met 4 afgeschuinde boorden;plaque de plâtre à 4 bords amincies;A2-s1, d0 (C.2);NBN EN 14190:2014;SG GY 2013 A1ABA03A002;4xABA;9,5;1200;2600;(blanco);9,5;6,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000499;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA03A002_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA03A002_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100803&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100803&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100803&TYPE=IMG;
G100804;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 14190:2014;A;gipskartonplaat met 4 afgeschuinde boorden;plaque de plâtre à 4 bords amincies;A2-s1, d0 (C.2);NBN EN 14190:2014;SG GY 2013 A1ABA03A002;4xABA;9,5;1200;2600;(blanco);9,5;6,80;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,095;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000499;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA03A002_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA03A002_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100804&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100804&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100804&TYPE=IMG;
P06482500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G121647;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 14190:2014;A;gipskartonplaat met 4 afgeschuinde boorden;plaque de plâtre à 4 bords amincies;A2-s1, d0 (C.2);NBN EN 14190:2014;SG GY 2013 A1ABA03A001;4xABA;12,5;1200;2400;(blanco);12,5;8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;8711149901654;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA03A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA03A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G121647&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G121647&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G121647&TYPE=IMG;
G123927;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 14190:2014;A;gipskartonplaat met 4 afgeschuinde boorden;plaque de plâtre à 4 bords amincies;A2-s1, d0 (C.2);NBN EN 14190:2014;SG GY 2013 A1ABA03A001;4xABA;12,5;1200;2600;(blanco);12,5;8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000512;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA03A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA03A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G123927&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G123927&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G123927&TYPE=IMG;
G100965;(blanco);NIEUW;Gyproc® A;Gyproc® A;Gyproc®-bouwplaten;Plaques de construction Gyproc®;(blanco);(blanco);Gyproc A;Gyproc A;NBN EN 14190:2014;A;gipskartonplaat met 4 afgeschuinde boorden;plaque de plâtre à 4 bords amincies;A2-s1, d0 (C.2);NBN EN 14190:2014;SG GY 2013 A1ABA03A001;4xABA;12,5;1200;2600;(blanco);12,5;8,90;0,25;(blanco);5 x 10-6;bij 65 % R.V.;à H.R. de 65 % ;10;--;0,125;7 x 10-6;bij 20°C;à 20 °C;PLA;5413218000512;PLA;68091100;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA03A001_NL.pdf;http://www.gyproc.be/downloaddop?DOP=SG_GY_2013_A1ABA03A001_FR.pdf;http://www.gyproc.be/downloadpib?PIB=G100965&TYPE=PDFNL;http://www.gyproc.be/downloadpib?PIB=G100965&TYPE=PDFFR;http://www.gyproc.be/downloadpib?PIB=G100965&TYPE=IMG;
